"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"45" 8 "STANDING" 0.265325975666667 -0.0192206594334074 -0.110763489314815 -0.529770311592593 -0.370418053074074 -0.505621928555556 0.86828847037037 -0.0704224600925926 0.0649452871914815 -0.960203268888889 -0.909337072092593 -0.922388464444444 0.0704864716611111 0.0167711211555556 0.00374795158907407 -0.631212385037037 -0.614368841990741 -0.805080826851852 -0.00774794479203703 -0.0859576024444444 0.108892713659259 -0.579196596185185 -0.570427045944444 -0.545441260314815 -0.103293033746296 -0.0416902913481481 -0.0511875295074074 -0.741461359259259 -0.850921327592593 -0.739067776666667 -0.442535259555556 -0.492420397333333 -0.442535259555556 -0.492420397333333 -0.661433368518519 -0.633771923351852 -0.443081114259259 -0.509282401648148 -0.793884777777778 -0.82848930537037 -0.575535301685185 -0.442076820251852 -0.623359913148148 -0.513873786944444 -0.377419802068518 -0.488233692127778 -0.650633863888889 -0.627948623296296 -0.783567309444444 -0.6442746755 -0.626146279333333 -0.825604132592593 -0.552223486925926 -0.674915804074074 -0.562628558703704 -0.593012554592593 -0.522471014833333 -0.583854891092593 -0.534270821203704 -0.550739929185185 -0.620772672166667 -0.65516539862963 -0.64245254462963 -0.51609420822037 -0.825056859814815 -0.845869847592593
"46" 8 "WALKING" 0.276415694125 -0.0117374086765208 -0.1018422788125 -0.436819529645833 -0.387450521520833 -0.528684095604167 0.844788696458333 -0.0517109098979167 0.00490377572104167 -0.9674551525 -0.948698427083333 -0.936564606041667 0.0940120649166667 -0.00552942355416666 0.0322455026814583 -0.484350097458333 -0.471919109041667 -0.688542029030833 -0.00663876455833333 -0.0817079655229167 0.0862804933583333 -0.696631278125 -0.595865308458333 -0.589129855729167 -0.11991943561875 -0.0715745521875 -0.0479257104145833 -0.634674666395833 -0.675770084083333 -0.582860328147917 -0.391763317604167 -0.431506774870833 -0.391763317604167 -0.431506774870833 -0.51404023575 -0.48011709841875 -0.517654833672917 -0.601351659375 -0.647943337083333 -0.660639578541667 -0.4691550104375 -0.41334471175 -0.587884839895833 -0.426059795614583 -0.414342443701458 -0.536733418166667 -0.515249348795833 -0.509066261854167 -0.666916604166667 -0.49851141026875 -0.466784403975 -0.70865213575 -0.611084954541667 -0.605845210060417 -0.531153508125 -0.725098654375 -0.596507370291667 -0.649047533125 -0.4263916434375 -0.52534085875 -0.4585900499625 -0.513531188104167 -0.604065393604167 -0.6731956775 -0.6621309325 -0.684114985
"47" 8 "WALKING_DOWNSTAIRS" 0.262915671657895 -0.0157374779660526 -0.114173322131579 -0.538199821710526 -0.469211817772368 -0.613217989421053 0.587823093947368 0.0436976633157895 0.169792534381579 -0.958073656578947 -0.966563566052632 -0.950382088157895 0.0946326667894737 -0.0301202320339474 -0.0188290156668421 -0.538413290657895 -0.531493269657895 -0.706374932105263 -0.0622768554721053 -0.0633502465526316 0.127147761673684 -0.638038777157895 -0.677867020842105 -0.618939796157895 -0.114259694505263 -0.0312855603473684 -0.113279370315789 -0.626436953289474 -0.761309362105263 -0.672360387578947 -0.492443722052632 -0.577019641842105 -0.492443722052632 -0.577019641842105 -0.559186268342105 -0.55227817301579 -0.556575587173684 -0.608951932105263 -0.703121253684211 -0.745908567973684 -0.548973957989474 -0.477967153297368 -0.632023087473684 -0.534783475623684 -0.498529498736842 -0.635225542394737 -0.559309801447368 -0.559980624894737 -0.683454875947368 -0.558578812552632 -0.531659052578947 -0.728645733184211 -0.544433612789474 -0.678119972868421 -0.578820308045263 -0.668595619210526 -0.681610526868421 -0.668709034421053 -0.544001369010526 -0.664313347710526 -0.5466148975 -0.566255290868421 -0.639251394842105 -0.658749343157895 -0.744057556052632 -0.767666792631579
"48" 8 "WALKING_UPSTAIRS" 0.278490941951219 -0.0177461919 -0.11415662802439 -0.667742148682927 -0.640955035926829 -0.744860722853659 0.767644769268293 0.0257497702439024 0.0527635213658537 -0.974079083658537 -0.96281212195122 -0.955591817560976 0.0944910372926829 0.0277942521780488 -0.0271996121495122 -0.725094598439024 -0.725960097390244 -0.850529891707317 -0.0164862331560976 -0.0701571107 0.0733145601878049 -0.780835619170732 -0.826910454146341 -0.741922165121951 -0.0862140117804878 -0.0347146825260976 -0.0528250057560976 -0.852188582195122 -0.890793296829268 -0.835273722195122 -0.64402595797561 -0.683028866902439 -0.64402595797561 -0.683028866902439 -0.746260958902439 -0.740720591609756 -0.715623330121951 -0.741060722614634 -0.867030218780488 -0.895591193658537 -0.701306100585366 -0.664334035317073 -0.768157562670732 -0.656658517756098 -0.651345490414634 -0.751872073609756 -0.730953068914634 -0.738602301926829 -0.832415292195122 -0.744558775756098 -0.730997311707317 -0.867567303658537 -0.768809771219512 -0.836242763414634 -0.74196096495122 -0.78706987695122 -0.822914873902439 -0.766107867243902 -0.676515799731707 -0.736065045536585 -0.722479393780488 -0.768818174146341 -0.796480494634146 -0.751492476609756 -0.891923606341463 -0.908151501219512
"49" 9 "LAYING" 0.2776593054 -0.021989630914 -0.10896317784 -0.7925074666 -0.7031770109 -0.7827382686 0.6514919406 -0.00159234788 0.097938420494 -0.9844564 -0.9784701086 -0.9724520426 0.03549554694 0.02740967564 0.008443967612 -0.8157751524 -0.79035114376 -0.8731031124 -0.032908309294 -0.06576097742 0.08161643634 -0.8719569278 -0.83674664554 -0.77947511704 -0.08324466197 -0.041944736506 -0.07318355776 -0.8643183926 -0.8833070084 -0.8627731984 -0.75025858774 -0.773050458 -0.75025858774 -0.773050458 -0.81957432898 -0.8015338755 -0.79027475702 -0.8423332304 -0.875892588 -0.8813388948 -0.80994675588 -0.73807923442 -0.8131626642 -0.7867709386 -0.70549419832 -0.784246354 -0.8220592328 -0.80102058948 -0.8612699518 -0.8262654431 -0.79308479212 -0.8835462408 -0.8420075564 -0.84533106584 -0.79330857434 -0.8818095396 -0.8338456 -0.796514168 -0.77620502454 -0.80743166016 -0.79634069578 -0.80879832568 -0.8561631286 -0.8621448988 -0.8827073964 -0.8881143204
"50" 9 "SITTING" 0.2720759644 -0.0310086341446 -0.10103440992 -0.78607806518 -0.70952833146 -0.74381819234 0.5605656392 0.05634909584 0.19011569196 -0.9671192292 -0.9407828304 -0.9508875248 0.07111214202 0.0261474376616 -0.0103302348654 -0.805154505482 -0.77786512542 -0.847336500638 -0.0518537119608 -0.0548322704 0.07891960706 -0.81839240794 -0.8180866927 -0.77316625976 -0.08607226006 -0.0398278658 -0.0296688974394 -0.849046465 -0.8730508052 -0.8616547954 -0.71579332546 -0.77801025886 -0.71579332546 -0.77801025886 -0.80085691682 -0.79056729206 -0.74836146021 -0.77071990525 -0.864661378932 -0.8665165368 -0.7930163133 -0.735317711522 -0.78294457934 -0.78488158036 -0.715672424922 -0.743957621154 -0.81176636632 -0.7902281999 -0.8390996872 -0.8163708911 -0.77984119936 -0.8547019051 -0.8048906724 -0.8264630478 -0.7868400409 -0.824716861 -0.8154581862 -0.7904206451 -0.77524995698 -0.8152900582 -0.78906033278 -0.793213031942 -0.809039459498 -0.78725959686 -0.87160665326 -0.8699224598
"51" 9 "STANDING" 0.280622130666667 -0.0162444219533333 -0.108611780933333 -0.251605686555556 -0.262465085253556 -0.314503334275556 0.860917461777778 -0.0884172680888889 -0.0296686021777778 -0.961129500888889 -0.955951882666667 -0.930543703777778 0.0606693619444444 0.0453246595311111 -0.0204891735777778 -0.296936672935556 -0.336230929979556 -0.547514468444444 -0.0855061617822222 -0.0415300046037778 0.0841290044222222 -0.505417888866667 -0.427227035222222 -0.346299193697778 -0.0568224733075556 -0.0529713567666667 -0.0388438659622222 -0.507508298222222 -0.641925115111111 -0.532539383777778 -0.199483666871111 -0.308316592888889 -0.199483666871111 -0.308316592888889 -0.340577766066667 -0.324793673853333 -0.301393348364444 -0.432163902333333 -0.580208098666667 -0.638544184 -0.266122330755556 -0.255417105875556 -0.371847282711111 -0.248060972377778 -0.316090257071111 -0.339901694471111 -0.328173093488889 -0.366396984088889 -0.499368724933333 -0.331546220755556 -0.350709568902222 -0.595037512 -0.394890827282222 -0.485129794888889 -0.358342080711111 -0.543634088577778 -0.402064321397778 -0.404528832844444 -0.2791214546 -0.434859103786667 -0.302704418022222 -0.360005200822222 -0.497009260444444 -0.487824779288889 -0.643442871555556 -0.658158156
"52" 9 "WALKING" 0.256828706153846 -0.0147889501923077 -0.120109742903846 -0.616473306615385 -0.477281602153846 -0.615722136038461 0.742129442307692 -0.0216848770490385 0.0469123513596154 -0.926348130961538 -0.941745233846154 -0.911163208653846 0.0986215682596154 0.0139160285132692 -0.0103127452125 -0.609182991557692 -0.581069816238462 -0.759890060711538 -0.0148693069557692 -0.0644107415192308 0.0215575695769231 -0.727030074615385 -0.677456986384615 -0.674832252730769 -0.0950801796903846 -0.0344752715769231 -0.0336802362384615 -0.654893481653846 -0.722315318153846 -0.680845753628846 -0.543205153153846 -0.561068213942308 -0.543205153153846 -0.561068213942308 -0.633848678384615 -0.572672757288462 -0.602642344384615 -0.675830065115385 -0.707560829903846 -0.697889355480769 -0.600224711846154 -0.511051430115385 -0.663862249288461 -0.624697296159615 -0.493612295634615 -0.622590059432692 -0.628183664115385 -0.613592694028846 -0.743013544230769 -0.624666877325 -0.574170589605769 -0.775444143134615 -0.641170630365385 -0.681427483326923 -0.642797646442308 -0.756727200192308 -0.678563524423077 -0.720747299461538 -0.564937627384615 -0.629677838903846 -0.570451054288462 -0.577983754694231 -0.676974621980769 -0.735705615 -0.701827894615385 -0.714364777853846
"53" 9 "WALKING_DOWNSTAIRS" 0.282311723809524 -0.0186149035238095 -0.105096111238095 -0.566736112452381 -0.503947890539762 -0.684167961238095 0.567945720952381 0.0199564545238095 0.142038797714286 -0.970364775714286 -0.966869267380952 -0.95750670047619 0.0828653863095238 -0.0358623829145238 -0.024931111247381 -0.616884493404762 -0.610018886880952 -0.782045473142857 0.0338452507095238 -0.113443336071429 0.07065844115 -0.702877241547619 -0.740581063571429 -0.666772671914286 -0.0965506656904762 -0.0330330648214286 -0.056096371952381 -0.705558981166667 -0.828669308809524 -0.744703479904762 -0.535681536261905 -0.589191259578571 -0.535681536261905 -0.589191259578571 -0.642067205190476 -0.629910129619048 -0.623083132619048 -0.677731441214286 -0.780349988095238 -0.805278810714286 -0.607923531080952 -0.546491442233333 -0.707769362095238 -0.552797935388095 -0.51381341697619 -0.697233063809524 -0.650337987044286 -0.639106359119048 -0.763431737595238 -0.617245143380952 -0.604814295142857 -0.799449454404762 -0.651776551738095 -0.751820303809524 -0.661301132047619 -0.720679677404762 -0.736552482619048 -0.700795438690476 -0.585008014969048 -0.656250757238095 -0.633739589928571 -0.629982178333333 -0.721833622833333 -0.704791191428571 -0.803553565 -0.821981296666667
"54" 9 "WALKING_UPSTAIRS" 0.268684216734694 -0.0211890949714286 -0.100471890428571 -0.699420985918367 -0.522400213314286 -0.513951409317143 0.622779758571429 -0.032032935122449 0.0604284607346939 -0.941655808163265 -0.947725109183673 -0.927392464591837 0.0818035083285714 -0.00737373545714286 -0.0347508496222449 -0.746736009428571 -0.695512908142857 -0.778993894285714 0.0119036279122449 -0.115918458859184 0.0298782192571429 -0.790283127142857 -0.572067635632653 -0.573770482653061 -0.099725859622449 -0.0421061589693878 -0.0312810256306122 -0.822553001020408 -0.803789819795918 -0.784013455510204 -0.578253780714286 -0.646304520183673 -0.578253780714286 -0.646304520183673 -0.718060048428571 -0.739735557346939 -0.564992730612245 -0.616922213061225 -0.795602148979592 -0.831845628571429 -0.719623097673469 -0.597460365877551 -0.639425489244898 -0.692446977979592 -0.517328572420408 -0.490400590387755 -0.759160300816327 -0.706713385816326 -0.761566107346939 -0.75631464244898 -0.704499666967347 -0.794821744285714 -0.758671228367347 -0.670560136204082 -0.637569106734694 -0.80129093 -0.52548049227551 -0.595163081428571 -0.668313971659184 -0.690544339326531 -0.729574900122449 -0.755944602244898 -0.688485070816326 -0.636625622326531 -0.829395009387755 -0.847607458163265
"55" 10 "LAYING" 0.272394079137931 -0.0201096118448276 -0.106277963310345 -0.330166001725862 -0.180096649215517 -0.492394674603448 0.934453698103448 -0.239813508465517 -0.0282516259948276 -0.968137883448276 -0.953960441724138 -0.94678914362069 0.110102794596552 -0.0269276909068966 0.00298655728103448 -0.371694905068966 -0.295939699051724 -0.700537748517241 -0.0915985796034483 -0.0495091588948276 0.0849873823551724 -0.523072429689655 -0.52125491 -0.520804091724138 -0.0758356086344828 -0.0360438266155172 -0.0555478608634483 -0.54802876337931 -0.709670298862069 -0.58170767762069 -0.275470863289241 -0.3282581335 -0.275470863289241 -0.3282581335 -0.410192354574138 -0.360538153224138 -0.382660332724138 -0.509377765487931 -0.635303965862069 -0.678593419310345 -0.358069360086207 -0.205089774822414 -0.577441579172414 -0.320487997586207 -0.219938376868966 -0.490330708965517 -0.411190566498276 -0.333869059448276 -0.67229501517931 -0.386994037362069 -0.303552526844828 -0.727565532241379 -0.434575593431034 -0.581475714851724 -0.473200718189655 -0.554429926586207 -0.494358061772414 -0.582685299310345 -0.312854586812069 -0.443789217932759 -0.354940329086207 -0.373680403918966 -0.561929620103448 -0.561173714568965 -0.676964573965517 -0.704636039637931
"56" 10 "SITTING" 0.262359499259259 -0.023343502415 -0.0649523904444444 -0.589988698148148 -0.440839053777778 -0.496468691148148 0.748616671481481 0.0196496593148148 0.148181170740741 -0.957769753148148 -0.954142338333333 -0.864117078888889 0.0833707346111111 -0.0226486895537037 -0.0253480603488889 -0.647541008444444 -0.576208767 -0.688025498814815 -0.0535113279666667 -0.0606626660925926 0.0851934791481481 -0.635956585925926 -0.668123837777778 -0.647997422666667 -0.113727466592593 -0.0344703741574074 -0.0495258154611111 -0.665411938333333 -0.773762944074074 -0.735117631111111 -0.463313198307407 -0.548149158082963 -0.463313198307407 -0.548149158082963 -0.6197513631 -0.604773229407407 -0.556441394814815 -0.619590790555556 -0.732859708555556 -0.753056435925926 -0.612436709383333 -0.477534664592593 -0.570379477962963 -0.583237892592593 -0.4591285795 -0.500902863498148 -0.667498553333333 -0.600141167962963 -0.67810540082963 -0.658418757574074 -0.578875571481481 -0.696597840074074 -0.593191566111111 -0.708244568518518 -0.632603983888889 -0.652069712777778 -0.650508702777778 -0.686302053888889 -0.567632453925926 -0.611826252583333 -0.606236140814815 -0.606626757777778 -0.664298617037037 -0.657601315351852 -0.764236528518519 -0.757085772407407
"57" 10 "STANDING" 0.2723527625 -0.0147754507613636 -0.112806360863636 -0.891143177727273 -0.839581913636364 -0.901858684090909 0.687186543863636 0.118098233446409 0.35315525525 -0.975972875 -0.9726763875 -0.967342378636364 0.0971460140681818 0.0140746565649318 0.00680478747022727 -0.902741971590909 -0.891184328409091 -0.959871968181818 -0.0270512919318182 -0.0959171512454546 0.101761095779545 -0.910650524090909 -0.927914522045455 -0.888155655227273 -0.101652647795455 -0.044081832925 -0.0487605532681818 -0.933673860909091 -0.970339160681818 -0.938139435681818 -0.871985416818182 -0.873021469090909 -0.871985416818182 -0.873021469090909 -0.911025173181818 -0.909098982727273 -0.873805965909091 -0.89532057 -0.953914354772727 -0.960262108181818 -0.896796729772727 -0.85558242675 -0.9262474025 -0.889172930681818 -0.841172746113636 -0.896662008636364 -0.909218545909091 -0.894043502272727 -0.954351273636364 -0.904847588863636 -0.895731470909091 -0.964071340681818 -0.898476798181818 -0.942673112954545 -0.895592956136364 -0.914999420681818 -0.920775641136364 -0.896289557727273 -0.87991196 -0.889398844318182 -0.907034462727273 -0.911822557272727 -0.918628284545455 -0.898661861818182 -0.958698833181818 -0.965171011363636
"58" 10 "WALKING" 0.275254153962264 -0.0221479432356604 -0.100250062943396 -0.521364847301887 -0.338908840603774 -0.540987710075472 0.801926850377358 -0.0276183260943396 0.0454030215981132 -0.953468600471698 -0.952779977924528 -0.923876377358491 0.0429868453113208 0.000507507850943396 -0.00537871778490566 -0.550726090566038 -0.445984006350943 -0.72957473245283 -0.00134586235849057 -0.0852706152566038 0.07258741132 -0.618181516433962 -0.617305871622641 -0.551444527018868 -0.0858008282528302 -0.0499665286471698 -0.0753080457698113 -0.605048278603774 -0.714677360943396 -0.603678477232075 -0.43967538520566 -0.49488821309434 -0.43967538520566 -0.49488821309434 -0.551098050886792 -0.528749760015094 -0.506216097141509 -0.582010879037736 -0.666734233773585 -0.693504412830189 -0.521979090358491 -0.379088360886792 -0.606361552075472 -0.522136726396226 -0.361129910937736 -0.545156345903774 -0.566819057924528 -0.492453960641509 -0.71480479509434 -0.574960453773585 -0.432926801014717 -0.743040514150943 -0.558591598430189 -0.638666220358491 -0.52482122245283 -0.640125587754717 -0.610480140716981 -0.604760358679245 -0.493033230075472 -0.577537895933962 -0.517170423150943 -0.549122684075472 -0.619721577641509 -0.632495088471698 -0.701942669886792 -0.706570897358491
"59" 10 "WALKING_DOWNSTAIRS" 0.271418326263158 -0.0155025536842105 -0.107796526763158 -0.624804798763158 -0.557807971421053 -0.683763667578947 0.551949579473684 0.0615854230526316 0.195032505723684 -0.942824311052632 -0.942177471842105 -0.925661250263158 0.0881057208421053 0.0361098262926316 -0.0116216534752632 -0.689308873578947 -0.681743445781579 -0.823733100263158 -0.03541383105 -0.0689234214736842 0.0894931666052632 -0.735342936052632 -0.780058103947368 -0.687903278052632 -0.0997672010289474 -0.0394335564236842 -0.00760875504736842 -0.782869117631579 -0.867341785263158 -0.804299620789474 -0.573498873394737 -0.636283946421053 -0.573498873394737 -0.636283946421053 -0.710054493518421 -0.700469362052632 -0.655495862763158 -0.694783933736842 -0.832655849736842 -0.848204776315789 -0.653906309471053 -0.597196938576316 -0.734293890263158 -0.615009335018421 -0.567508471842105 -0.683286324876316 -0.712306854789474 -0.694016746063158 -0.808707470789474 -0.694013885842105 -0.69137135531579 -0.837826557368421 -0.706796712657895 -0.795430589210526 -0.695237585210526 -0.746614871052632 -0.774468834736842 -0.715396538026316 -0.650856971289474 -0.6875615465 -0.69762280368421 -0.707874973947368 -0.756057802894737 -0.711629330105263 -0.849531292631579 -0.858216981052632
"60" 10 "WALKING_UPSTAIRS" 0.262727882765957 -0.0101012477508511 -0.110279075212766 -0.88380076 -0.872613025319149 -0.864593943617021 0.128726345702128 0.471962453510638 0.491038916 -0.916329758510638 -0.960101431914894 -0.908765199148936 0.0776092271276596 0.00531915943404255 -0.0210741432668085 -0.915910588085106 -0.919528430276596 -0.944257493404255 -0.0162590313165957 -0.0985862654893617 0.116234372085106 -0.920434240425532 -0.907299602340426 -0.919060036170213 -0.101159086744681 -0.050402692199766 -0.0611651964489362 -0.936497322978723 -0.944124013191489 -0.952101768085106 -0.862895090425532 -0.828815858297872 -0.862895090425532 -0.828815858297872 -0.926040024425532 -0.907853042765957 -0.883562853553192 -0.878075945957447 -0.949494892340426 -0.936455126808511 -0.895391963404255 -0.885600570212766 -0.896246918297872 -0.879869303808511 -0.874092261531915 -0.859906590851064 -0.918023835106383 -0.921069127617021 -0.939412415744681 -0.921268485319149 -0.923564097404255 -0.947743817021277 -0.911020856170213 -0.912394360851064 -0.916058058085106 -0.924071223617021 -0.905383127234043 -0.92752673893617 -0.855327588085106 -0.843349923617021 -0.906553119361702 -0.909314142978723 -0.902541107234043 -0.884410964255319 -0.940770489148936 -0.93553755212766
"61" 11 "LAYING" 0.28104137245614 -0.0204228329229825 -0.105542141140351 -0.687567017663158 -0.607387047992982 -0.752258296052632 0.402912507 0.256345661473684 0.235625561526316 -0.959232407894737 -0.969404415087719 -0.953856358070175 0.0625154452684211 0.0108765926421053 -0.00726311493526316 -0.689772079105263 -0.629600134876842 -0.816669897368421 -0.0191595573892632 -0.0898283012631579 0.104780724473684 -0.781184605977193 -0.759443835754386 -0.763268242403509 -0.093043690945614 -0.0477145206368421 -0.0560054028947368 -0.765303118245614 -0.785337212175439 -0.777883068070175 -0.663150266280702 -0.653268494503509 -0.663150266280702 -0.653268494503509 -0.70714252354386 -0.648498400380702 -0.700267801789474 -0.733076230655088 -0.787605060701754 -0.755961666701754 -0.687364219807018 -0.609332058403509 -0.767184432070175 -0.688369637175439 -0.632593475217544 -0.764290009245614 -0.695783635859649 -0.657202485350877 -0.805488717894737 -0.712405885 -0.624689266598421 -0.826546780877193 -0.727804059210526 -0.747795758878947 -0.722980444333333 -0.799422459368421 -0.770235879842105 -0.803118042982456 -0.643080245245614 -0.713677298831579 -0.649544137185965 -0.648827017327368 -0.738937243431579 -0.777426359824561 -0.767182040403509 -0.759454341254386
"62" 11 "SITTING" 0.279974010943396 -0.015534167109434 -0.110766632415094 -0.639193075283019 -0.579504336269811 -0.657414794415094 0.672389655849057 -0.0332266423018868 0.12494782255283 -0.964937412830189 -0.966500131509434 -0.951177398301887 0.0763728716037736 0.0232678653471698 0.0172299809624528 -0.688160549207547 -0.671994482018868 -0.767954110358491 -0.0215300556354717 -0.0850346256660377 0.103674075 -0.717783497169811 -0.73211032109434 -0.703397505396226 -0.101272399433962 -0.0392980145079245 -0.063082788945283 -0.730046390377359 -0.785071586415094 -0.775047416981132 -0.596316838828302 -0.629544515018868 -0.596316838828302 -0.629544515018868 -0.689375002766038 -0.677763170996226 -0.636560832926981 -0.689023194716981 -0.76551488245283 -0.774845259245283 -0.659935392792453 -0.609771857820755 -0.692679434924528 -0.632271163056604 -0.59128127165283 -0.665379321377358 -0.704602380298113 -0.692254556018868 -0.752784238126415 -0.699072564471698 -0.672781088132075 -0.782191295037736 -0.66873730190566 -0.735427477113208 -0.69686522290566 -0.735569722830189 -0.735160977358491 -0.733752813698113 -0.629032539535849 -0.688204714043396 -0.6731749605 -0.687835738660377 -0.705600093773585 -0.7351299643 -0.776646463773585 -0.788669042264151
"63" 11 "STANDING" 0.278432890851064 -0.0142714367925532 -0.0988991627446809 -0.377621611425532 -0.22364986286383 -0.413450975012766 0.669453409361702 -0.0423961874553191 0.189136579044681 -0.962369850212766 -0.954591429787234 -0.919712273191489 0.0554259549042553 -0.00101400235319149 -0.00195884377361702 -0.365804216148936 -0.292106082642553 -0.622240464893617 -0.0476612146085106 -0.0433214417829787 0.0779179009808511 -0.50969884407234 -0.476725393485106 -0.478772034723404 -0.070589894787234 -0.0505868235744681 -0.0631785820425532 -0.505088075297872 -0.673596447914894 -0.547881335734043 -0.299893703042553 -0.367232875340426 -0.299893703042553 -0.367232875340426 -0.401613548310638 -0.328316644319149 -0.363251039940426 -0.476587669382979 -0.611459755106383 -0.634955247021277 -0.379098596106383 -0.232354065538298 -0.476002153914894 -0.379586114510638 -0.270194492374468 -0.427921204165957 -0.390727761255319 -0.328016042042553 -0.584315405744681 -0.399024730297872 -0.301969438638298 -0.65923208 -0.417249523593617 -0.519461830957447 -0.433603494240426 -0.542471080575957 -0.459333243255319 -0.54577340787234 -0.328711781234043 -0.489698777567872 -0.339930462917021 -0.318951044805953 -0.52223402893617 -0.536839747723404 -0.643109194404255 -0.651239983829787
"64" 11 "WALKING" 0.284011538135593 -0.0206153330847458 -0.108994585315254 -0.755621342779661 -0.674394647232203 -0.692093863813559 0.658673434576271 0.0737344140381356 0.0863501658281356 -0.966634981694915 -0.959314386101695 -0.944401005254237 0.0801791808474576 0.0224198450983051 0.00244390211711864 -0.780441164745763 -0.768487517423729 -0.859968624152542 -0.0362053324486441 -0.0983771366440678 0.162331881991525 -0.815517472881356 -0.739643365188136 -0.788017282542373 -0.1021173859 -0.0207579946118644 -0.0575674291542373 -0.82767699459322 -0.841128865016949 -0.846526562711864 -0.698922920559322 -0.71681845359322 -0.698922920559322 -0.71681845359322 -0.788716752694915 -0.778460307169492 -0.70796856459322 -0.72408995179661 -0.840269152881356 -0.842897836610169 -0.765729922525424 -0.712329622033898 -0.772109297966102 -0.752546365949153 -0.677073322254237 -0.678382813294915 -0.792557842627119 -0.78077362440678 -0.848011943288136 -0.787536335084746 -0.770932803220339 -0.870587099322034 -0.788222719152542 -0.773294371220339 -0.773978027288136 -0.825318000508475 -0.725174326150847 -0.81333282220339 -0.724389665338983 -0.757321531745763 -0.771633479759661 -0.789089032711864 -0.765045763559322 -0.745501990508475 -0.842453348084746 -0.855109507118644
"65" 11 "WALKING_DOWNSTAIRS" 0.283711501978261 -0.0183016905165217 -0.117722114040826 -0.0346987413043478 0.0710141445217391 -0.170326992086957 0.827023964130435 -0.219582949913043 -0.0699033708804348 -0.942302780652174 -0.948000023043478 -0.910358518913044 0.117885194619565 0.0324387265586957 -0.0403949781608696 -0.0849385310586957 -0.0927594906326087 -0.273885601695652 -0.0760216031586956 -0.03781602025 0.12015259323913 -0.275410279817391 -0.244865111369565 -0.271451956608696 -0.077045066826087 -0.0204087685369565 -0.0495101490021739 -0.242943342804348 -0.349066024121739 -0.343713564802174 0.0400029970586957 -0.0810704792167391 0.0400029970586957 -0.0810704792167391 -0.0783304789043478 -0.0900395165217391 -0.0773619294130435 -0.222536869469565 -0.312843266191304 -0.354723730630435 -0.111430628991304 0.0340009424869565 -0.164807200978261 -0.00808748374782608 0.0206881962826087 -0.245404527730435 -0.139744173045652 -0.131224387282609 -0.218619441717391 -0.110424109945652 -0.113076949391304 -0.328227598319348 -0.111679303554348 -0.215033270995652 -0.18092717168913 -0.329474874428261 -0.272226464456522 -0.373631462065217 -0.00361352619565217 -0.274573629632609 -0.0467165449047826 -0.157823469891304 -0.248332200482609 -0.345568029632609 -0.359107288304348 -0.396376180478261
